"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
31020,"Longview, WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2721030,2913981,3219402,3395846,3381170,3568574,3608903,3740315,3782436,3944984,4098681,4246927,4440167,4689148,5042284,5516491,6041087,6189851,6540183
31020,"Longview, WA (Metropolitan Statistical Area)",2,Population (persons) 1,96536,99162,100744,101688,102126,102346,102256,101566,101350,101618,102793,104476,106471,108298,109969,111014,111685,112064,112864
31020,"Longview, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28187,29386,31956,33395,33108,34868,35293,36826,37321,38822,39873,40650,41703,43299,45852,49692,54090,55235,57947
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),495979739,535081832,553677946,562615480,541507704,567108646,605354050,645335739,641995627,676869349,723002680,748381829,775685639,806414541,851030974,917713888,977061793,987908883,1035420068
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2,Population (persons) 1,12726428,12670216,12631988,12692740,12774577,12839549,12931546,13023889,13112357,13185999,13258364,13297429,13310930,13287640,13239102,13178547,12970073,12870137,12799100
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,38972,42231,43831,44326,42389,44169,46812,49550,48961,51332,54532,56280,58274,60689,64282,69637,75332,76760,80898
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),39025867,41600251,43355160,44787692,43756049,45581611,47902076,51016755,50651706,53161422,56303572,57948744,60231249,62961946,65588423,70322780,77654393,79557571,83963974
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",2,Population (persons) 1,1139934,1154352,1169680,1183814,1194945,1205095,1214073,1224163,1237909,1246843,1255485,1263416,1272315,1276434,1281475,1286150,1284178,1283931,1287696
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,34235,36038,37066,37833,36618,37824,39456,41675,40917,42637,44846,45867,47340,49326,51182,54677,60470,61964,65205
31180,"Lubbock, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7653478,8045107,8550741,9132425,9312129,9989909,10392472,10980105,11394482,11881754,12196792,12442014,12896286,13647263,14377837,15296411,16713192,17085961,18081216
31180,"Lubbock, TX (Metropolitan Statistical Area)",2,Population (persons) 1,270478,274419,277466,280321,286236,292163,294863,296922,299898,304388,307917,311320,314252,316128,318770,322285,325372,328491,331618
31180,"Lubbock, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28296,29317,30817,32578,32533,34193,35245,36980,37995,39035,39611,39965,41038,43170,45104,47462,51366,52013,54524
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),6838349,7313259,7717943,8163775,8056072,8278944,8593937,8899276,8897965,9243995,9513498,9608806,9950354,10349294,10724767,11549272,12481220,12816882,13558309
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",2,Population (persons) 1,238515,243213,246827,249299,251441,252899,253860,255133,255975,256835,258067,258862,259900,260926,261381,261643,262483,263209,264590
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2,28671,30069,31269,32747,32040,32736,33853,34881,34761,35992,36864,37119,38285,39664,41031,44141,47551,48695,51243
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6725064,6999469,7231829,7476594,7384752,7560973,7935783,7849477,7879541,8207173,8483335,8571907,8887866,9164440,9389542,10077334,11056947,10988620,11456409
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",2,Population (persons) 1,228125,229655,230452,231314,232065,232291,233197,233611,232491,232099,231838,231502,231732,232713,233504,233610,233159,233952,236074
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29480,30478,31381,32322,31822,32550,34030,33601,33892,35361,36592,37027,38354,39381,40211,43137,47422,46970,48529
31460,"Madera, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3385176,3576915,3914631,3928264,3819644,4245578,4446463,4674829,4840670,5167474,5246433,5497117,5687523,5815299,6074666,6883321,7609786,7243863,7606887
31460,"Madera, CA (Metropolitan Statistical Area)",2,Population (persons) 1,140313,143622,146067,148359,149234,150972,151517,151216,150857,152783,152739,152851,154100,155260,155469,156345,158966,160329,162858
31460,"Madera, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,24126,24905,26800,26478,25595,28122,29346,30915,32088,33822,34349,35964,36908,37455,39073,44026,47871,45181,46709
31540,"Madison, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),22615573,24128110,25256744,26054675,25682119,26374914,28304069,29591168,30436792,31762742,33660186,34965753,36538238,38837144,41151299,43502910,47987127,49382850,52674095
31540,"Madison, WI (Metropolitan Statistical Area)",2,Population (persons) 1,573036,580296,587711,594452,601715,606930,614664,622418,630723,638431,646456,655902,663783,669494,675983,681902,680860,686829,694345
31540,"Madison, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,39466,41579,42975,43830,42682,43456,46048,47542,48257,49751,52069,53309,55045,58010,60876,63796,70480,71900,75862
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),16581889,17693884,18570133,19216189,18654699,19066109,20105642,20922251,20763451,21484828,22240561,22965825,23893774,24993383,26420864,27872331,31675581,31032400,32558646
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",2,Population (persons) 1,396381,398169,398843,399556,400148,401168,403357,405384,406782,409239,411433,414216,416589,418382,421622,422913,424413,427493,427354
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,41833,44438,46560,48094,46619,47526,49846,51611,51043,52499,54056,55444,57356,59738,62665,65906,74634,72592,76187
31740,"Manhattan, KS (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3297000,3705744,4148209,4607363,4763346,5179486,5527465,5658489,5499934,5632280,5765524,5776670,5863784,5974340,6063635,6481916,6946028,7102765,7464383
31740,"Manhattan, KS (Metropolitan Statistical Area)",2,Population (persons) 1,111294,114356,115675,120604,122738,128630,131303,138753,137771,137595,139373,136983,134973,135447,133011,134187,133860,133384,132831
31740,"Manhattan, KS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,29624,32405,35861,38202,38809,40267,42097,40781,39921,40934,41368,42171,43444,44108,45587,48305,51890,53251,56195
31860,"Mankato, MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2922531,3149568,3221242,3345289,3218864,3365863,3652366,3908773,3929677,4086515,4270394,4243704,4422367,4651920,4807864,5178710,5605032,5794459,5923904
31860,"Mankato, MN (Metropolitan Statistical Area)",2,Population (persons) 1,91111,92879,93963,95121,96111,96871,97446,98208,98033,99091,99713,100719,101656,102364,103008,103698,103728,103946,104248
31860,"Mankato, MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32077,33910,34282,35169,33491,34746,37481,39801,40085,41240,42827,42134,43503,45445,46675,49940,54036,55745,56825
31900,"Mansfield, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3515729,3611010,3713590,3864741,3732933,3764316,3956085,4014900,4069503,4252184,4374678,4381363,4514797,4699237,4947134,5436838,5688755,5719427,6017580
31900,"Mansfield, OH (Metropolitan Statistical Area)",2,Population (persons) 1,127724,127292,126995,126128,125308,124253,123634,123516,123597,123674,123751,123742,123306,124309,124962,124966,125341,125261,125064
31900,"Mansfield, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27526,28368,29242,30641,29790,30296,31998,32505,32926,34382,35351,35407,36615,37803,39589,43507,45386,45660,48116
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),12194103,13160233,14034310,15331528,16177160,17306518,18296373,18831078,19546259,20335192,21044291,21410649,21994898,23024927,24295841,27146790,30625164,29278472,30883504
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",2,Population (persons) 1,674982,695352,715264,736694,757468,779013,794911,807220,817021,827724,837085,845787,852451,858162,864302,872856,879865,888286,898471
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,18066,18926,19621,20811,21357,22216,23017,23328,23924,24568,25140,25314,25802,26831,28110,31101,34807,32961,34373
32780,"Medford, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5963520,6468187,6703554,6859054,6618463,6803217,7160803,7390090,7527112,8112673,8681852,9098875,9572301,10016020,10487819,11592105,12828575,12983070,13806946
32780,"Medford, OR (Metropolitan Statistical Area)",2,Population (persons) 1,194701,196858,199152,201162,202301,203395,204991,206287,207816,210009,212399,215567,218152,220893,222246,223620,224353,221669,220768
32780,"Medford, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30629,32857,33660,34097,32716,33448,34932,35824,36220,38630,40875,42209,43879,45343,47190,51838,57180,58570,62541
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),43323143,46072882,47983656,48536679,47034850,48755187,51178549,53436161,53253488,54368204,56138598,57406703,59352029,61707859,64509603,68704249,75974923,76130250,79804900
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",2,Population (persons) 1,1263658,1283389,1293670,1302060,1309030,1317257,1322574,1329248,1328990,1329351,1329749,1330255,1331669,1334780,1336127,1338508,1334999,1331111,1328236
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,34284,35899,37091,37277,35931,37013,38696,40200,40071,40898,42217,43155,44570,46231,48281,51329,56910,57193,60083
32900,"Merced, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6024774,6196043,6951831,6716600,6775527,7185521,7738146,7902641,8269597,9079656,9400054,9575058,9919653,10148451,10728033,12424954,13619743,13325802,13619268
32900,"Merced, CA (Metropolitan Statistical Area)",2,Population (persons) 1,242554,245338,248540,250538,252302,256765,259532,261286,262625,265204,267322,268786,272480,275602,279209,281830,284610,290210,291920
32900,"Merced, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,24839,25255,27971,26809,26855,27985,29816,30245,31488,34236,35164,35623,36405,36823,38423,44087,47854,45918,46654
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),214685638,232059032,241589209,239830603,221175723,240570248,252533684,263674223,261258507,281171012,301933983,308009959,336146426,361398797,382475231,398403766,447285781,482650917,521256339
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2,Population (persons) 1,5411148,5429748,5422987,5454633,5504624,5582528,5663808,5737663,5811053,5878469,5950105,6031735,6088510,6109715,6130259,6133365,6108758,6139812,6183199
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,39675,42738,44549,43968,40180,43093,44587,45955,44959,47831,50744,51065,55210,59151,62391,64957,73220,78610,84302
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3140806,3305548,3452769,3649785,3454449,3572824,3799757,3993382,4028068,4110092,4174462,4292650,4424111,4611182,4707897,5093716,5532554,5692072,5936463
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",2,Population (persons) 1,109541,109641,110846,111267,111465,111523,111655,111910,112304,112887,112259,111969,111857,112295,112467,112270,112513,111822,111706
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28672,30149,31149,32802,30991,32037,34031,35684,35868,36409,37186,38338,39551,41063,41860,45370,49173,50903,53144
33220,"Midland, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3103528,3230104,3329444,3618382,3514866,3592356,3837110,3916181,3860843,4097372,3465465,4256621,4775896,4424672,4516809,4797234,5043513,5064823,5387386
33220,"Midland, MI (Metropolitan Statistical Area)",2,Population (persons) 1,83930,83693,83600,83605,83639,83661,83827,83747,83689,83542,83716,83498,83457,83464,83431,83478,83479,83762,84039
33220,"Midland, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,36978,38595,39826,43279,42024,42939,45774,46762,46133,49046,41395,50979,57226,53013,54138,57467,60417,60467,64106
33260,"Midland, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7695970,8367765,8193535,12012456,8857605,10515954,14462235,16493406,17748417,19246368,14762473,12416932,18047078,22420528,23540362,17996231,20716438,25582275,26157911
33260,"Midland, TX (Metropolitan Statistical Area)",2,Population (persons) 1,126963,130287,133448,137060,140948,141592,144113,150503,155001,158754,163734,164452,165023,171469,174634,175614,173471,177247,182324
33260,"Midland, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,60616,64226,61399,87644,62843,74269,100353,109589,114505,121234,90161,75505,109361,130756,134798,102476,119423,144331,143469
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),58760515,63104391,65491950,67623107,66533401,67942335,71552574,74627315,74247257,76535666,79834420,81175227,83904150,87915167,90648533,95474818,104027460,107167036,112843552
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",2,Population (persons) 1,1522391,1523907,1530492,1538232,1549613,1556615,1560960,1566609,1570796,1573813,1574944,1574201,1572750,1572468,1574020,1574476,1563237,1559128,1560424
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,38598,41410,42791,43962,42935,43647,45839,47636,47267,48631,50690,51566,53349,55909,57590,60639,66546,68735,72316
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),135296573,142592386,151162057,156397435,148600896,154433594,165333937,174956521,176943126,187792672,197583458,203633462,213046166,224925166,234356064,245754076,270580828,281137867,295677391
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2,Population (persons) 1,3183920,3219203,3254350,3285969,3315368,3340952,3378195,3414538,3453198,3492373,3523710,3562548,3603488,3640864,3672645,3694114,3696290,3691666,3712020
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,42494,44294,46449,47596,44822,46224,48942,51239,51240,53772,56073,57159,59122,61778,63811,66526,73203,76155,79654
33540,"Missoula, MT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3086823,3374020,3582220,3831446,3918320,3819128,4075649,4344170,4322745,4632529,5113177,5182221,5617529,5810701,6216581,6834923,7450155,7761300,8327589
33540,"Missoula, MT (Metropolitan Statistical Area)",2,Population (persons) 1,102298,104372,106110,107747,108717,109387,109851,110349,110898,111499,112521,114490,115636,116192,116963,118347,119841,121011,121849
33540,"Missoula, MT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30175,32327,33759,35560,36041,34914,37102,39368,38979,41548,45442,45264,48579,50009,53150,57753,62167,64137,68344
33660,"Mobile, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11226808,12399731,12830110,13390995,13111588,13696726,14442196,14318719,14498362,14828647,15427445,15527134,15813968,16312734,16913359,18262899,20380638,20606399,21497103
33660,"Mobile, AL (Metropolitan Statistical Area)",2,Population (persons) 1,416632,420621,423206,426692,429487,430980,430610,431270,431256,431600,432023,432418,431436,431457,430743,429706,428606,426492,426662
33660,"Mobile, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,26947,29480,30316,31383,30528,31780,33539,33201,33619,34357,35710,35908,36654,37808,39266,42501,47551,48316,50384
33700,"Modesto, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),14186303,14816291,15640729,15818549,15644187,16439145,17014910,17601548,18017956,19434810,20836373,21499589,22172349,22792301,23976063,26917944,28956425,28163193,29258030
33700,"Modesto, CA (Metropolitan Statistical Area)",2,Population (persons) 1,500020,504651,507834,509032,511536,515199,517825,520895,524121,528870,534258,540539,546295,549905,552059,553257,552723,551226,551430
33700,"Modesto, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28371,29359,30799,31076,30583,31908,32858,33791,34377,36748,39001,39774,40587,41448,43430,48654,52389,51092,53058
33740,"Monroe, LA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5466881,5802510,6093994,6393916,6550124,6678629,6945015,7107962,7233433,7213894,7465102,7667137,7809005,8113694,8170616,8933991,9541539,9518781,9961503
33740,"Monroe, LA (Metropolitan Statistical Area)",2,Population (persons) 1,201596,203181,202405,202736,203814,204876,205879,206931,208014,208919,209816,210259,209636,208656,207538,206668,204888,202847,202173
33740,"Monroe, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,27118,28558,30108,31538,32138,32598,33733,34349,34774,34530,35579,36465,37250,38886,39369,43229,46570,46926,49272
33780,"Monroe, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4994588,5152915,5301230,5392411,5117137,5270416,5545777,5700912,5750155,6001002,6347430,6496455,6781905,7068994,7302077,7729114,8221599,8842194,9295827
33780,"Monroe, MI (Metropolitan Statistical Area)",2,Population (persons) 1,152374,153460,153424,152806,152296,152042,152039,151788,151568,151718,151660,151924,152591,153710,154326,154896,155534,155235,155045
33780,"Monroe, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32778,33578,34553,35289,33600,34664,36476,37558,37938,39554,41853,42761,44445,45989,47316,49899,52860,56960,59956
33860,"Montgomery, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11435384,12104297,12535611,12843806,12759452,13112957,13656857,13742787,13815323,14166808,14790033,15219512,15646324,15979817,16454713,17536367,18958276,19322352,20533020
33860,"Montgomery, AL (Metropolitan Statistical Area)",2,Population (persons) 1,358659,365989,369390,370249,371860,375437,377230,377907,378485,379191,380447,382383,384003,384119,385249,385403,384872,385410,385480
33860,"Montgomery, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31884,33073,33936,34690,34313,34927,36203,36366,36502,37361,38875,39802,40745,41601,42712,45501,49259,50135,53266
34060,"Morgantown, WV (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3404114,3587328,3752741,4010254,4162307,4563040,4824562,4938587,5022967,5270451,5550134,5512597,5781502,6068442,6257546,6568974,7122170,7385587,7801619
34060,"Morgantown, WV (Metropolitan Statistical Area)",2,Population (persons) 1,119937,121894,123507,125267,127498,130312,132717,134890,136052,137515,138672,139604,139858,139389,139667,140100,140825,141200,141817
34060,"Morgantown, WV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28383,29430,30385,32014,32646,35016,36352,36612,36919,38326,40023,39487,41338,43536,44803,46888,50575,52306,55012
34100,"Morristown, TN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3240571,3380654,3546509,3730127,3722407,3871213,4129329,4192772,4232605,4367077,4599597,4681083,4867996,5121959,5381907,5818121,6591192,6767058,7231230
34100,"Morristown, TN (Metropolitan Statistical Area)",2,Population (persons) 1,129574,131883,134085,135495,136131,136919,137429,137527,137602,137857,138701,139275,140170,140901,141831,143027,143707,146012,148735
34100,"Morristown, TN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,25009,25634,26450,27530,27344,28274,30047,30487,30760,31678,33162,33610,34729,36351,37946,40678,45865,46346,48618
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3576953,3925281,4230085,4480235,4388437,4451490,4667550,4915673,4987202,5197293,5480387,5750677,6095349,6436934,6938481,7586544,8107719,8265208,8827691
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2,Population (persons) 1,110683,112621,114066,115808,116557,116916,117463,117509,117971,119599,121106,123086,125185,126969,128330,129902,131005,131322,131417
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32317,34854,37085,38687,37651,38074,39736,41832,42275,43456,45253,46721,48691,50697,54067,58402,61889,62938,67173
34620,"Muncie, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3172857,3181041,3209792,3324113,3259142,3311711,3469715,3602710,3651098,3771431,3872188,3936721,4061398,4153955,4328097,4686963,5059543,5149388,5349790
34620,"Muncie, IN (Metropolitan Statistical Area)",2,Population (persons) 1,118170,117326,117229,117007,117490,117628,117702,116671,116315,115807,114923,114635,114038,112718,112200,111762,112057,112163,112321
34620,"Muncie, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,26850,27113,27381,28410,27740,28154,29479,30879,31390,32567,33694,34341,35614,36853,38575,41937,45152,45910,47629
34740,"Muskegon, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4513102,4673302,4851540,4954693,4807947,4996117,5250621,5417363,5478992,5759125,6028784,6170875,6370064,6594984,6884718,7748008,8167695,8331003,8694799
34740,"Muskegon, MI (Metropolitan Statistical Area)",2,Population (persons) 1,173608,173710,173738,173846,172755,171971,170296,170623,172936,173120,173513,174542,175196,175302,175420,174784,175550,175539,176564
34740,"Muskegon, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,25996,26903,27924,28500,27831,29052,30832,31750,31682,33267,34745,35355,36360,37621,39247,44329,46526,47460,49244
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),9081282,10049149,10773915,11277169,11295408,11534364,12082793,12634176,13222104,14214416,15452993,16602675,17694062,19010479,20685940,23084763,25865459,27518097,30218812
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2,Population (persons) 1,317745,336132,351472,363866,371417,377797,382890,388339,396559,406719,419684,433687,447684,462910,476281,491933,510936,536055,557442
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,28580,29896,30654,30993,30412,30531,31557,32534,33342,34949,36821,38283,39524,41067,43432,46927,50624,51334,54210
34900,"Napa, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5708247,6035436,6283049,6330818,6228367,6390918,6644810,7334742,7603966,8212768,8890655,9415486,9595776,9657020,10194797,11403940,11857055,11988357,12651883
34900,"Napa, CA (Metropolitan Statistical Area)",2,Population (persons) 1,130381,131440,132583,134093,135280,136790,137859,138847,140017,140979,141566,141730,140922,139877,139087,137459,136265,134370,133216
34900,"Napa, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,43781,45918,47390,47212,46041,46721,48200,52826,54307,58255,62802,66433,68093,69039,73298,82962,87015,89219,94973
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),17741863,20309693,21220889,21343560,18368991,20306964,21255653,23729762,23286392,26246129,28935924,30423335,33281822,37355366,39621302,41455168,46946225,49788362,54390465
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",2,Population (persons) 1,307452,312621,314437,316641,318485,322181,325693,328767,333986,340672,347977,355995,361805,365594,371271,377310,387226,397516,404310
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,57706,64966,67489,67406,57676,63030,65263,72178,69723,77042,83155,85460,91988,102177,106718,109870,121237,125249,134527
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),54168676,58854017,61790623,64996909,65564176,69486307,74160472,78815237,80449125,85879156,92440800,97654553,103119727,110913555,119207268,127711150,143469713,154391020,165002838
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",2,Population (persons) 1,1487370,1529238,1567875,1602302,1629646,1651748,1679136,1711938,1747032,1784058,1824091,1864558,1901452,1935244,1965353,1996772,2008289,2045538,2076747
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,36419,38486,39410,40565,40232,42068,44166,46039,46049,48137,50678,52374,54232,57312,60654,63959,71439,75477,79453
35100,"New Bern, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3770750,3962565,4247685,4448586,4485546,4619083,4746580,4893186,4788833,4925681,5025072,5076592,5169736,5314157,5624102,6008208,6535429,6656173,7121715
35100,"New Bern, NC (Metropolitan Statistical Area)",2,Population (persons) 1,117787,119915,120873,122491,125202,127394,127999,128162,126809,126313,124796,124293,123954,123721,122787,121756,121948,122540,124215
35100,"New Bern, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,32013,33045,35142,36318,35826,36258,37083,38180,37764,38996,40266,40844,41707,42953,45804,49346,53592,54318,57334
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),33366437,35508910,37428292,38550914,37564909,38258599,39765111,40677916,40911228,42155161,43407412,43905396,44624504,46564739,48808928,51419013,55444317,56176183,59204053
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",2,Population (persons) 1,847162,850207,853598,856622,860025,863694,865459,867409,866901,868204,866750,865595,866468,866707,864819,857604,863536,864269,865717
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,39386,41765,43848,45003,43679,44296,45947,46896,47193,48554,50081,50723,51502,53726,56438,59957,64206,64998,68387
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),43826459,42368500,48925099,50647148,48586283,51311434,51897919,55244814,56098521,60332420,60808243,60493893,62833316,65921595,68846498,71615775,79470118,78388848,82419634
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",2,Population (persons) 1,1386429,1040195,1096365,1135831,1167842,1195329,1214023,1226927,1239604,1248908,1260274,1267693,1270369,1270680,1272589,1270281,1263634,1246622,1237748
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,31611,40731,44625,44590,41603,42927,42749,45027,45255,48308,48250,47720,49461,51879,54100,56378,62890,62881,66588
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),854408884,923821308,996114280,1014236047,986006316,1024294911,1082325329,1131808291,1145228463,1193930370,1246867312,1294032721,1374463338,1429963983,1486506770,1547267104,1661522147,1688834558,1788676375
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",2,Population (persons) 1,18568830,18538752,18572325,18672355,18800157,18947699,19174702,19369606,19543927,19695917,19833335,19945132,20031102,20092724,20133111,20049121,19781189,19624374,19559496
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,46013,49832,53634,54318,52447,54059,56445,58432,58598,60618,62867,64880,68616,71168,73834,77174,83995,86058,91448
35660,"Niles, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4863412,5119625,5368980,5668244,5400859,5685164,5914552,5905226,5983904,6222512,6585954,6774644,6920793,7256430,7600045,8319530,9273734,9224946,9307285
35660,"Niles, MI (Metropolitan Statistical Area)",2,Population (persons) 1,158510,157537,157378,157380,157059,156767,157046,156913,156557,156534,155705,155128,155049,154786,154355,154197,153352,152835,152261
35660,"Niles, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2,30682,32498,34115,36016,34387,36265,37661,37634,38222,39752,42298,43671,44636,46880,49237,53954,60474,60359,61127
